,datetime,team1,team2,team1_code,team2_code,round,score1,score2,adj_score1,adj_score2,chances1,chances2,moves1,moves2,group,matchday
596,2021-02-24 20:00:00+00:00,Atalanta,Real Madrid,ATA,MAD,k,0,1,0.0,0.84,0.188,1.375,0.663,2.01,,
597,2021-02-24 20:00:00+00:00,Borussia Monchengladbach,Manchester City,MGB,MNC,k,0,2,0.0,2.1,0.441,1.638,0.10400000000000001,1.791,,
598,2021-03-09 20:00:00+00:00,Juventus,FC Porto,JUV,POR,k,3,2,2.73,2.1,3.2720000000000002,1.807,4.044,0.81,,
599,2021-03-09 20:00:00+00:00,Borussia Dortmund,Sevilla FC,DOR,SEV,k,2,2,2.1,2.1,2.093,2.066,1.051,2.132,,
600,2021-03-10 20:00:00+00:00,Liverpool,RB Leipzig,LIV,RBL,k,2,0,2.1,0.0,3.035,0.972,0.862,1.376,,
601,2021-03-10 20:00:00+00:00,Paris Saint-Germain,Barcelona,PSG,BAR,k,1,1,1.05,1.05,1.646,2.702,0.799,4.624,,
602,2021-03-16 20:00:00+00:00,Manchester City,Borussia Monchengladbach,MNC,MGB,k,2,0,2.1,0.0,1.445,0.258,1.255,0.35100000000000003,,
603,2021-03-16 20:00:00+00:00,Real Madrid,Atalanta,MAD,ATA,k,3,1,3.15,1.05,2.8120000000000003,1.437,1.472,1.533,,
604,2021-03-17 20:00:00+00:00,Chelsea,Atletico Madrid,CHE,ATL,k,2,0,1.8900000000000001,0.0,1.9460000000000002,0.634,1.674,0.9500000000000001,,
605,2021-03-17 20:00:00+00:00,Bayern Munich,Lazio,BMU,LAZ,k,2,1,2.1,1.05,1.775,1.038,1.283,0.795,,
606,2021-04-06 19:00:00+00:00,Manchester City,Borussia Dortmund,MNC,DOR,q,2,1,2.1,1.05,2.32,1.125,1.4020000000000001,0.885,,
607,2021-04-06 19:00:00+00:00,Real Madrid,Liverpool,MAD,LIV,q,3,1,3.15,1.05,1.991,0.913,1.026,1.085,,
608,2021-04-07 19:00:00+00:00,Bayern Munich,Paris Saint-Germain,BMU,PSG,q,2,3,2.1,3.15,4.237,1.928,4.957,0.255,,
609,2021-04-07 19:00:00+00:00,FC Porto,Chelsea,POR,CHE,q,0,2,0.0,2.1,1.675,1.659,1.802,0.602,,
610,2021-04-13 19:00:00+00:00,Chelsea,FC Porto,CHE,POR,q,0,1,0.0,1.05,1.1,0.643,0.646,1.307,,
611,2021-04-13 19:00:00+00:00,Paris Saint-Germain,Bayern Munich,PSG,BMU,q,0,1,0.0,1.05,1.982,1.491,1.442,2.715,,
612,2021-04-14 19:00:00+00:00,Liverpool,Real Madrid,LIV,MAD,q,0,0,0.0,0.0,1.347,0.8129999999999991,3.357,0.916,,
613,2021-04-14 19:00:00+00:00,Borussia Dortmund,Manchester City,DOR,MNC,q,1,2,1.05,2.1,0.6000000000000001,2.983,1.033,1.5630000000000002,,
614,2021-04-27 19:00:00+00:00,Real Madrid,Chelsea,MAD,CHE,s,1,1,1.05,1.05,0.7010000000000001,1.524,1.446,1.3980000000000001,,
615,2021-04-28 19:00:00+00:00,Paris Saint-Germain,Manchester City,PSG,MNC,s,1,2,1.05,2.1,1.7610000000000001,1.005,1.78,1.073,,
616,2021-05-04 19:00:00+00:00,Manchester City,Paris Saint-Germain,MNC,PSG,s,2,0,2.1,0.0,1.653,0.9,1.31,1.353,,
617,2021-05-05 19:00:00+00:00,Chelsea,Real Madrid,CHE,MAD,s,2,0,2.1,0.0,3.6470000000000002,0.453,1.687,0.61,,
618,2021-05-29 19:00:00+00:00,Manchester City,Chelsea,MNC,CHE,f,0,1,0.0,1.05,0.515,1.381,1.1219999999999999,1.435,,
619,2021-09-14 16:45:00+00:00,Young Boys,Manchester United,BSCY,MAN,g,2,1,1.6800000000000002,1.05,1.459,0.638,1.291,0.587,F,1.0
620,2021-09-14 16:45:00+00:00,Sevilla FC,FC Salzburg,SEV,SAL,g,1,1,1.05,1.05,1.47,2.79,1.163,0.986,G,1.0
621,2021-09-14 19:00:00+00:00,Chelsea,Zenit St Petersburg,CHE,ZEN,g,1,0,1.05,0.0,0.8170000000000001,0.771,2.319,0.649,H,1.0
622,2021-09-14 19:00:00+00:00,Barcelona,Bayern Munich,BAR,BMU,g,0,3,0.0,2.7720000000000002,0.231,2.564,0.40700000000000003,2.342,E,1.0
623,2021-09-14 19:00:00+00:00,Villarreal,Atalanta,VLR,ATA,g,2,2,2.1,2.1,2.656,1.034,1.199,1.083,F,1.0
624,2021-09-14 19:00:00+00:00,Malmo FF,Juventus,MAL,JUV,g,0,3,0.0,3.15,0.459,2.912,0.871,1.702,H,1.0
625,2021-09-14 19:00:00+00:00,Dynamo Kiev,Benfica,KIEV,BEN,g,0,0,0.0,0.0,0.585,1.215,0.355,1.11,E,1.0
626,2021-09-14 19:00:00+00:00,Lille,VfL Wolfsburg,LLE,WLF,g,0,0,0.0,0.0,1.365,0.065,1.826,0.389,G,1.0
627,2021-09-15 16:45:00+00:00,Besiktas,Borussia Dortmund,BES,DOR,g,1,2,1.05,2.1,1.137,3.274,2.051,3.422,C,1.0
628,2021-09-15 16:45:00+00:00,FC Sheriff Tiraspol,Shakhtar Donetsk,FST,SHK,g,2,0,2.1,0.0,1.108,0.866,1.081,2.407,D,1.0
629,2021-09-15 19:00:00+00:00,Club Brugge,Paris Saint-Germain,CBKV,PSG,g,1,1,1.05,1.05,1.351,1.863,1.101,1.8050000000000002,A,1.0
630,2021-09-15 19:00:00+00:00,Liverpool,AC Milan,LIV,MIL,g,3,2,3.15,2.1,2.933,1.545,2.466,0.902,B,1.0
631,2021-09-15 19:00:00+00:00,Manchester City,RB Leipzig,MNC,RBL,g,6,3,5.671,3.15,2.636,0.927,1.254,1.225,A,1.0
632,2021-09-15 19:00:00+00:00,Internazionale,Real Madrid,INT,MAD,g,0,1,0.0,1.05,2.24,1.003,1.63,2.331,D,1.0
633,2021-09-15 19:00:00+00:00,Atletico Madrid,FC Porto,ATL,POR,g,0,0,0.0,0.0,0.372,1.7429999999999999,0.843,0.634,B,1.0
634,2021-09-15 19:00:00+00:00,Sporting CP,Ajax,SCP,AJX,g,1,5,1.05,5.25,0.641,2.73,0.745,1.244,C,1.0
635,2021-09-28 16:45:00+00:00,Ajax,Besiktas,AJX,BES,g,2,0,2.1,0.0,3.303,0.538,3.15,0.684,C,2.0
636,2021-09-28 16:45:00+00:00,Shakhtar Donetsk,Internazionale,SHK,INT,g,0,0,0.0,0.0,1.159,0.9570000000000001,0.8230000000000001,1.091,D,2.0
637,2021-09-28 19:00:00+00:00,AC Milan,Atletico Madrid,MIL,ATL,g,1,2,1.05,1.6800000000000002,0.657,2.409,0.441,2.963,B,2.0
638,2021-09-28 19:00:00+00:00,Real Madrid,FC Sheriff Tiraspol,MAD,FST,g,1,2,1.05,2.1,3.11,0.308,3.575,0.47400000000000003,D,2.0
639,2021-09-28 19:00:00+00:00,Borussia Dortmund,Sporting CP,DOR,SCP,g,1,0,1.05,0.0,0.396,0.379,0.633,0.8140000000000001,C,2.0
640,2021-09-28 19:00:00+00:00,FC Porto,Liverpool,POR,LIV,g,1,5,1.05,4.809,1.026,4.11,1.038,1.5270000000000001,B,2.0
641,2021-09-28 19:00:00+00:00,Paris Saint-Germain,Manchester City,PSG,MNC,g,2,0,2.009,0.0,0.5760000000000001,2.838,0.9410000000000001,2.357,A,2.0
642,2021-09-28 19:00:00+00:00,RB Leipzig,Club Brugge,RBL,CBKV,g,1,2,1.05,2.1,1.23,1.422,2.135,1.118,A,2.0
643,2021-09-29 16:45:00+00:00,Atalanta,Young Boys,ATA,BSCY,g,1,0,1.05,0.0,2.171,0.09,2.769,0.5650000000000001,F,2.0
644,2021-09-29 16:45:00+00:00,Zenit St Petersburg,Malmo FF,ZEN,MAL,g,4,0,3.155,0.0,2.742,0.452,3.51,0.557,H,2.0
645,2021-09-29 19:00:00+00:00,Manchester United,Villarreal,MAN,VLR,g,2,1,2.1,1.05,1.266,2.75,2.257,0.972,F,2.0
646,2021-09-29 19:00:00+00:00,FC Salzburg,Lille,SAL,LLE,g,2,1,2.1,1.05,2.253,0.449,0.781,0.88,G,2.0
647,2021-09-29 19:00:00+00:00,Juventus,Chelsea,JUV,CHE,g,1,0,1.05,0.0,0.8150000000000001,1.522,0.586,2.6790000000000003,H,2.0
648,2021-09-29 19:00:00+00:00,VfL Wolfsburg,Sevilla FC,WLF,SEV,g,1,1,1.05,0.84,1.272,1.099,0.965,1.021,G,2.0
649,2021-09-29 19:00:00+00:00,Bayern Munich,Dynamo Kiev,BMU,KIEV,g,5,0,4.725,0.0,2.518,0.32,3.547,0.885,E,2.0
650,2021-09-29 19:00:00+00:00,Benfica,Barcelona,BEN,BAR,g,3,0,2.928,0.0,1.945,1.483,1.181,1.319,E,2.0
651,2021-10-19 16:45:00+00:00,Club Brugge,Manchester City,CBKV,MNC,g,1,5,1.05,4.9030000000000005,0.679,4.858,0.721,2.707,A,3.0
652,2021-10-19 16:45:00+00:00,Besiktas,Sporting CP,BES,SCP,g,1,4,1.05,3.706,0.8260000000000001,4.598,1.113,1.638,C,3.0
653,2021-10-19 19:00:00+00:00,Ajax,Borussia Dortmund,AJX,DOR,g,4,0,4.165,0.0,2.029,1.191,2.938,1.017,C,3.0
654,2021-10-19 19:00:00+00:00,Internazionale,FC Sheriff Tiraspol,INT,FST,g,3,1,3.15,1.05,2.3609999999999998,0.436,3.792,0.9500000000000001,D,3.0
655,2021-10-19 19:00:00+00:00,Atletico Madrid,Liverpool,ATL,LIV,g,2,3,2.1,2.94,2.101,1.256,0.916,1.521,B,3.0
656,2021-10-19 19:00:00+00:00,Shakhtar Donetsk,Real Madrid,SHK,MAD,g,0,5,0.0,4.725,0.453,2.199,0.8230000000000001,2.733,D,3.0
657,2021-10-19 19:00:00+00:00,FC Porto,AC Milan,POR,MIL,g,1,0,1.05,0.0,1.46,0.139,1.964,0.603,B,3.0
658,2021-10-19 19:00:00+00:00,Paris Saint-Germain,RB Leipzig,PSG,RBL,g,3,2,3.15,2.1,3.727,2.095,1.45,2.245,A,3.0
659,2021-10-20 16:45:00+00:00,FC Salzburg,VfL Wolfsburg,SAL,WLF,g,3,1,2.971,1.05,2.563,0.876,1.589,0.786,G,3.0
660,2021-10-20 16:45:00+00:00,Barcelona,Dynamo Kiev,BAR,KIEV,g,1,0,1.05,0.0,2.341,0.112,2.374,0.418,E,3.0
661,2021-10-20 19:00:00+00:00,Chelsea,Malmo FF,CHE,MAL,g,4,0,4.2,0.0,2.533,0.07200000000000001,2.749,0.133,H,3.0
662,2021-10-20 19:00:00+00:00,Manchester United,Atalanta,MAN,ATA,g,3,2,3.15,2.1,3.045,1.5939999999999999,1.9140000000000001,0.9470000000000001,F,3.0
663,2021-10-20 19:00:00+00:00,Young Boys,Villarreal,BSCY,VLR,g,1,4,1.05,3.206,2.0,3.005,1.1400000000000001,1.071,F,3.0
664,2021-10-20 19:00:00+00:00,Benfica,Bayern Munich,BEN,BMU,g,0,4,0.0,3.295,0.748,3.187,1.124,2.115,E,3.0
665,2021-10-20 19:00:00+00:00,Zenit St Petersburg,Juventus,ZEN,JUV,g,0,1,0.0,1.05,0.597,1.027,0.678,1.9420000000000002,H,3.0
666,2021-10-20 19:00:00+00:00,Lille,Sevilla FC,LLE,SEV,g,0,0,0.0,0.0,0.81,0.8270000000000001,0.592,0.864,G,3.0
667,2021-11-02 17:45:00+00:00,VfL Wolfsburg,FC Salzburg,WLF,SAL,g,2,1,2.1,1.05,1.694,1.533,1.087,0.865,G,4.0
668,2021-11-02 17:45:00+00:00,Malmo FF,Chelsea,MAL,CHE,g,0,1,0.0,1.05,0.233,2.484,0.21,2.999,H,4.0
669,2021-11-02 20:00:00+00:00,Atalanta,Manchester United,ATA,MAN,g,2,2,2.1,2.1,1.56,1.141,0.6880000000000001,1.8,F,4.0
670,2021-11-02 20:00:00+00:00,Juventus,Zenit St Petersburg,JUV,ZEN,g,4,2,3.818,2.1,2.807,1.436,2.245,1.355,H,4.0
671,2021-11-02 20:00:00+00:00,Villarreal,Young Boys,VLR,BSCY,g,2,0,1.619,0.0,2.5140000000000002,1.092,1.549,1.302,F,4.0
672,2021-11-02 20:00:00+00:00,Bayern Munich,Benfica,BMU,BEN,g,5,2,4.89,2.1,4.77,0.894,3.745,0.614,E,4.0
673,2021-11-02 20:00:00+00:00,Dynamo Kiev,Barcelona,KIEV,BAR,g,0,1,0.0,1.05,1.087,0.8130000000000001,0.81,1.62,E,4.0
674,2021-11-02 20:00:00+00:00,Sevilla FC,Lille,SEV,LLE,g,1,2,1.05,2.1,0.979,2.082,1.023,1.033,G,4.0
675,2021-11-03 17:45:00+00:00,AC Milan,FC Porto,MIL,POR,g,1,1,1.05,1.05,0.765,1.94,1.189,1.788,B,4.0
676,2021-11-03 17:45:00+00:00,Real Madrid,Shakhtar Donetsk,MAD,SHK,g,2,1,2.1,1.05,1.815,1.141,3.101,1.505,D,4.0
677,2021-11-03 20:00:00+00:00,Liverpool,Atletico Madrid,LIV,ATL,g,2,0,2.1,0.0,3.072,0.242,1.7650000000000001,0.489,B,4.0
678,2021-11-03 20:00:00+00:00,Manchester City,Club Brugge,MNC,CBKV,g,4,1,3.64,1.05,4.318,0.681,3.974,0.432,A,4.0
679,2021-11-03 20:00:00+00:00,Borussia Dortmund,Ajax,DOR,AJX,g,1,3,1.05,2.1,1.694,1.873,0.937,2.162,C,4.0
680,2021-11-03 20:00:00+00:00,Sporting CP,Besiktas,SCP,BES,g,4,0,4.2,0.0,2.769,1.237,1.21,0.627,C,4.0
681,2021-11-03 20:00:00+00:00,FC Sheriff Tiraspol,Internazionale,FST,INT,g,1,3,1.05,2.842,0.28800000000000003,2.963,0.437,3.19,D,4.0
682,2021-11-03 20:00:00+00:00,RB Leipzig,Paris Saint-Germain,RBL,PSG,g,2,2,2.1,2.1,3.197,2.749,2.068,0.9390000000000001,A,4.0
683,2021-11-23 17:45:00+00:00,Villarreal,Manchester United,VLR,MAN,g,0,2,0.0,1.596,0.638,1.291,1.081,0.745,F,5.0
684,2021-11-23 17:45:00+00:00,Dynamo Kiev,Bayern Munich,KIEV,BMU,g,1,2,1.05,2.1,1.121,1.148,1.118,2.453,E,5.0
685,2021-11-23 20:00:00+00:00,Chelsea,Juventus,CHE,JUV,g,4,0,3.675,0.0,3.024,0.762,2.033,0.714,H,5.0
686,2021-11-23 20:00:00+00:00,Barcelona,Benfica,BAR,BEN,g,0,0,0.0,0.0,1.241,0.606,1.449,0.5750000000000001,E,5.0
687,2021-11-23 20:00:00+00:00,Malmo FF,Zenit St Petersburg,MAL,ZEN,g,1,1,1.05,1.05,0.23600000000000002,1.857,0.452,1.508,H,5.0
688,2021-11-23 20:00:00+00:00,Young Boys,Atalanta,BSCY,ATA,g,3,3,3.15,3.15,0.777,0.9580000000000001,1.052,1.459,F,5.0
689,2021-11-23 20:00:00+00:00,Lille,FC Salzburg,LLE,SAL,g,1,0,1.05,0.0,0.846,0.483,1.065,0.791,G,5.0
690,2021-11-23 20:00:00+00:00,Sevilla FC,VfL Wolfsburg,SEV,WLF,g,2,0,1.5750000000000002,0.0,1.53,0.289,1.7069999999999999,0.762,G,5.0
691,2021-11-24 17:45:00+00:00,Internazionale,Shakhtar Donetsk,INT,SHK,g,2,0,2.1,0.0,2.479,0.49,2.064,0.775,D,5.0
692,2021-11-24 17:45:00+00:00,Besiktas,Ajax,BES,AJX,g,1,2,1.05,2.1,1.7850000000000001,2.56,0.842,3.162,C,5.0
693,2021-11-24 20:00:00+00:00,Club Brugge,RB Leipzig,CBKV,RBL,g,0,5,0.0,4.725,0.891,3.942,1.183,2.5789999999999997,A,5.0
694,2021-11-24 20:00:00+00:00,Liverpool,FC Porto,LIV,POR,g,2,0,2.1,0.0,0.756,1.145,1.6,1.213,B,5.0
695,2021-11-24 20:00:00+00:00,Manchester City,Paris Saint-Germain,MNC,PSG,g,2,1,2.1,1.05,1.7970000000000002,1.288,2.055,0.721,A,5.0
696,2021-11-24 20:00:00+00:00,Atletico Madrid,AC Milan,ATL,MIL,g,0,1,0.0,1.05,0.9500000000000001,1.354,0.809,1.429,B,5.0
697,2021-11-24 20:00:00+00:00,Sporting CP,Borussia Dortmund,SCP,DOR,g,3,1,2.715,1.05,2.004,1.752,0.918,2.071,C,5.0
698,2021-11-24 20:00:00+00:00,FC Sheriff Tiraspol,Real Madrid,FST,MAD,g,0,3,0.0,3.15,1.241,1.4140000000000001,0.6900000000000001,3.268,D,5.0
699,2021-12-07 17:45:00+00:00,Paris Saint-Germain,Club Brugge,PSG,CBKV,g,4,1,4.053,1.05,4.007,1.073,1.941,1.409,A,6.0
700,2021-12-07 17:45:00+00:00,RB Leipzig,Manchester City,RBL,MNC,g,2,1,2.086,1.05,1.3980000000000001,1.5350000000000001,1.18,1.9729999999999999,A,6.0
701,2021-12-07 20:00:00+00:00,Ajax,Sporting CP,AJX,SCP,g,4,2,4.2,2.1,2.176,1.067,1.637,0.742,C,6.0
702,2021-12-07 20:00:00+00:00,AC Milan,Liverpool,MIL,LIV,g,1,2,1.05,2.1,1.203,1.651,1.22,1.025,B,6.0
703,2021-12-07 20:00:00+00:00,Real Madrid,Internazionale,MAD,INT,g,2,0,1.705,0.0,0.975,0.965,1.472,1.998,D,6.0
704,2021-12-07 20:00:00+00:00,Borussia Dortmund,Besiktas,DOR,BES,g,5,0,4.2,0.0,3.731,0.029,3.995,0.377,C,6.0
705,2021-12-07 20:00:00+00:00,Shakhtar Donetsk,FC Sheriff Tiraspol,SHK,FST,g,1,1,1.05,1.05,1.758,1.058,2.293,1.198,D,6.0
706,2021-12-07 20:00:00+00:00,FC Porto,Atletico Madrid,POR,ATL,g,1,3,1.05,2.121,1.5939999999999999,3.898,1.111,0.47000000000000003,B,6.0
707,2021-12-08 17:45:00+00:00,Juventus,Malmo FF,JUV,MAL,g,1,0,1.05,0.0,2.165,0.199,1.528,0.441,H,6.0
708,2021-12-08 17:45:00+00:00,Zenit St Petersburg,Chelsea,ZEN,CHE,g,3,3,3.15,3.15,2.14,2.384,1.671,2.545,H,6.0
709,2021-12-08 20:00:00+00:00,Manchester United,Young Boys,MAN,BSCY,g,1,1,1.05,1.05,1.157,1.391,0.649,1.88,F,6.0
710,2021-12-08 20:00:00+00:00,FC Salzburg,Sevilla FC,SAL,SEV,g,1,0,1.05,0.0,0.721,0.983,0.462,0.523,G,6.0
711,2021-12-08 20:00:00+00:00,VfL Wolfsburg,Lille,WLF,LLE,g,1,3,1.05,2.934,0.651,2.386,1.124,0.674,G,6.0
712,2021-12-08 20:00:00+00:00,Bayern Munich,Barcelona,BMU,BAR,g,3,0,3.15,0.0,2.275,0.437,1.71,0.968,E,6.0
713,2021-12-08 20:00:00+00:00,Benfica,Dynamo Kiev,BEN,KIEV,g,2,0,2.1,0.0,1.215,0.935,0.966,1.709,E,6.0
714,2021-12-09 18:00:00+00:00,Atalanta,Villarreal,ATA,VLR,g,2,3,2.1,3.15,1.92,1.823,2.238,0.793,F,6.0
715,2022-02-15 20:00:00+00:00,Sporting CP,Manchester City,SCP,MNC,k,0,5,0.0,5.25,0.14300000000000002,2.358,0.502,1.27,,
716,2022-02-15 20:00:00+00:00,Paris Saint-Germain,Real Madrid,PSG,MAD,k,1,0,1.05,0.0,2.025,0.168,1.9340000000000002,0.381,,
717,2022-02-16 20:00:00+00:00,FC Salzburg,Bayern Munich,SAL,BMU,k,1,1,1.05,1.05,1.041,2.49,0.743,3.178,,
718,2022-02-16 20:00:00+00:00,Internazionale,Liverpool,INT,LIV,k,0,2,0.0,2.1,0.486,1.5779999999999998,1.444,1.299,,
719,2022-02-22 20:00:00+00:00,Chelsea,Lille,CHE,LLE,k,2,0,2.1,0.0,1.553,0.6890000000000001,1.311,0.796,,
720,2022-02-22 20:00:00+00:00,Villarreal,Juventus,VLR,JUV,k,1,1,1.05,1.05,1.1360000000000001,0.451,1.184,0.916,,
721,2022-02-23 20:00:00+00:00,Atletico Madrid,Manchester United,ATL,MAN,k,1,1,1.05,1.05,1.6320000000000001,0.451,0.806,0.483,,
722,2022-02-23 20:00:00+00:00,Benfica,Ajax,BEN,AJX,k,2,2,2.1,2.1,1.736,1.967,1.174,1.03,,
723,2022-03-08 20:00:00+00:00,Liverpool,Internazionale,LIV,INT,k,0,1,0.0,1.05,1.982,0.39,2.154,0.535,,
724,2022-03-08 20:00:00+00:00,Bayern Munich,FC Salzburg,BMU,SAL,k,7,1,7.35,1.05,3.517,0.627,2.766,0.522,,
725,2022-03-09 20:00:00+00:00,Manchester City,Sporting CP,MNC,SCP,k,0,0,0.0,0.0,1.7000000000000002,0.599,2.124,0.195,,
726,2022-03-09 20:00:00+00:00,Real Madrid,Paris Saint-Germain,MAD,PSG,k,3,1,3.15,1.05,2.118,1.9300000000000002,2.401,1.121,,
727,2022-03-15 20:00:00+00:00,Manchester United,Atletico Madrid,MAN,ATL,k,0,1,0.0,1.05,1.01,0.638,1.239,0.556,,
728,2022-03-15 20:00:00+00:00,Ajax,Benfica,AJX,BEN,k,0,1,0.0,1.05,1.036,0.592,3.153,0.836,,
729,2022-03-16 20:00:00+00:00,Juventus,Villarreal,JUV,VLR,k,0,3,0.0,3.15,1.475,2.392,1.287,0.878,,
730,2022-03-16 20:00:00+00:00,Lille,Chelsea,LLE,CHE,k,1,2,1.05,2.1,1.369,1.105,0.847,0.508,,
731,2022-04-05 19:00:00+00:00,Manchester City,Atletico Madrid,MNC,ATL,q,1,0,1.05,0.0,1.199,0.0,1.445,0.289,,
732,2022-04-05 19:00:00+00:00,Benfica,Liverpool,BEN,LIV,q,1,3,1.05,3.15,0.9450000000000001,3.7960000000000003,0.626,2.271,,
733,2022-04-06 19:00:00+00:00,Chelsea,Real Madrid,CHE,MAD,q,1,3,1.05,3.15,1.616,0.9520000000000001,1.525,0.502,,
734,2022-04-06 19:00:00+00:00,Villarreal,Bayern Munich,VLR,BMU,q,1,0,1.05,0.0,1.617,1.284,1.469,2.301,,
735,2022-04-12 19:00:00+00:00,Real Madrid,Chelsea,MAD,CHE,q,2,3,2.1,3.15,1.212,2.842,1.286,2.857,,
736,2022-04-12 19:00:00+00:00,Bayern Munich,Villarreal,BMU,VLR,q,1,1,1.05,1.05,1.464,0.732,2.783,0.561,,
737,2022-04-13 19:00:00+00:00,Liverpool,Benfica,LIV,BEN,q,3,3,3.15,3.15,2.307,0.9440000000000001,3.088,0.555,,
738,2022-04-13 19:00:00+00:00,Atletico Madrid,Manchester City,ATL,MNC,q,0,0,0.0,0.0,0.807,0.974,1.006,1.187,,
739,2022-04-26 19:00:00+00:00,Manchester City,Real Madrid,MNC,MAD,s,4,3,4.2,3.15,3.307,1.62,1.7389999999999999,0.98,,
740,2022-04-27 19:00:00+00:00,Liverpool,Villarreal,LIV,VLR,s,2,0,2.1,0.0,1.843,0.09,2.481,0.186,,
741,2022-05-03 19:00:00+00:00,Villarreal,Liverpool,VLR,LIV,s,2,3,2.1,3.15,1.478,1.587,0.86,1.607,,
742,2022-05-04 19:00:00+00:00,Real Madrid,Manchester City,MAD,MNC,s,3,1,3.15,1.05,2.602,1.7309999999999999,2.3970000000000002,1.841,,
743,2022-05-28 19:36:00+00:00,Liverpool,Real Madrid,LIV,MAD,f,0,1,0.0,1.05,2.124,0.74,2.8040000000000003,0.506,,
